block_height,market,position,account,coll_usd_e8,debt_usd_e8,health,health_low,health_high,liquidatable,dust
9049309,zest-v1,SP27HDFWZZ2PF511GZW3A37KB7EAZJ62VWWZZEBH,SP27HDFWZZ2PF511GZW3A37KB7EAZJ62VWWZZEBH,68430292,52106300,0.78797,0.779696,0.796243,yes,true
9049309,zest-v1,SP27HP4CGDGK6MXS03ENAS64DN0NYNZFDXTXA16VM,SP27HP4CGDGK6MXS03ENAS64DN0NYNZFDXTXA16VM,5425927821,1468488685,2.216944,2.216944,2.216944,no,false
9049309,zest-v1,SP27JGYKJD4V1K6Z1H2TERBRA62JB6D4EG7HR1Y76,SP27JGYKJD4V1K6Z1H2TERBRA62JB6D4EG7HR1Y76,4940570,10550700,0.280962,0.278012,0.283912,yes,true
9049309,zest-v1,SP27K5VXGG9512F3Z1JCE5NS4NDC72KAAZD929ABS,SP27K5VXGG9512F3Z1JCE5NS4NDC72KAAZD929ABS,43549507,119833,218.050989,215.761453,220.340521,no,true
9049309,zest-v1,SP27PXWEEPDNWQMDMMZAET3MBP1N7ZE1M7XZHJF1M,SP27PXWEEPDNWQMDMMZAET3MBP1N7ZE1M7XZHJF1M,9453934098,4379824649,1.295111,1.295111,1.295111,no,false
9049309,zest-v1,SP27T4FF5ATTCN3HDY1QTD2PKNJSP1ACCCEGTW8S1,SP27T4FF5ATTCN3HDY1QTD2PKNJSP1ACCCEGTW8S1,3318988,8848900,0.225044,0.222681,0.227407,yes,true
9049309,zest-v1,SP2803S0YB2DJK5SBQX56PCYJVEXT9AJH758BAM4M,SP2803S0YB2DJK5SBQX56PCYJVEXT9AJH758BAM4M,188576308,36977358,3.059867,3.059867,3.059867,no,true
9049309,zest-v1,SP281DHYZ11K3B0BQHPWBBH5SRB457270073RVVES,SP281DHYZ11K3B0BQHPWBBH5SRB457270073RVVES,0,385156669,0,0,0,yes,true
9049309,zest-v1,SP283AEYZPARJAQ580J225P3FSPXSN6THVWAM0VRJ,SP283AEYZPARJAQ580J225P3FSPXSN6THVWAM0VRJ,2828652191,789241167,2.150409,2.150409,2.150409,no,true
9049309,zest-v1,SP284MQ5HZJ22NQRWVMT2MB9YXCF7S1DDZRDPXB7Z,SP284MQ5HZJ22NQRWVMT2MB9YXCF7S1DDZRDPXB7Z,632960993,336473967,1.128695,1.123154,1.134175,no,true
